ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
9873 ; 0 ; 8,1/4,1/7,1/5,8,1/2,4,8,7,8,9,1/4,6,2,1/9,1/3,8,2,7,1/5,1/4,7,1/4,1/9,1/6,5,1/7,3 ; 8 ; 0.1503,0.1843,0.0942,0.1518,0.0671,0.0808,0.1484,0.123 ; 0.1503,0.1843,0.0942,0.1518,0.0671,0.0808,0.1484,0.123 ; 10.31133 ; 10.31133 ; 10.3113 ; 1 
9874 ; 0 ; 1/5,1,1/4,1/9,1/2,1/9,1/3,3,1/7,1/9,1/2,7,7,5,1/4 ; 6 ; 0.0415,0.0374,0.0934,0.6612,0.0891,0.0773 ; 0.0415,0.0374,0.0934,0.6612,0.0891,0.0773 ; 1.278152 ; 1.278152 ; 1.2782 ; 1 
9875 ; 0 ; 1/7,1,1/9,5,1/6,9,5,1/8,1/6,1/8,1/8,1/3,1/8,7,4,6,4,1/4,1,6,1/3 ; 7 ; 0.0731,0.0555,0.0979,0.416,0.1584,0.1224,0.0766 ; 0.0731,0.0555,0.0979,0.416,0.1584,0.1224,0.0766 ; 5.982178 ; 5.982178 ; 5.9822 ; 1 
9876 ; 0 ; 1/3,1/9,7,7,8,1/2,1,9,8,2,1/4,1,1/3,1/7,8,4,4,7,4,1/4,1/8,1/8,2,1/5,2,9,8,1/2,1/2,6,1/5,7,1/8,1/5,3,1/7 ; 9 ; 0.1207,0.1426,0.0874,0.0764,0.1472,0.0486,0.2178,0.1076,0.0516 ; 0.1207,0.1426,0.0874,0.0764,0.1472,0.0486,0.2178,0.1076,0.0516 ; 7.949519 ; 7.949519 ; 7.9495 ; 1 
9877 ; 0 ; 1/3,1/9,1/4 ; 3 ; 0.0795,0.187,0.7336 ; 0.0795,0.187,0.7336 ; 0.003498084 ; 0.003498084 ; 0.0035 ; 1 
9878 ; 0 ; 1/7,1,1/5,8,5,9,1/8,5,9,8,1/6,9,1/8,9,1/9,9,3,1/3,9,1/4,1/7,1/3,1/9,1/3,2,1/8,1/9,1/8,1,1/4,2,1,9,1/6,1/5,3,1/7,1/9,5,1/9,1/7,1/3,1/5,1,1/2 ; 10 ; 0.1206,0.0991,0.0684,0.0723,0.0596,0.1049,0.0575,0.1505,0.1425,0.1247 ; 0.1206,0.0991,0.0684,0.0723,0.0596,0.1049,0.0575,0.1505,0.1425,0.1247 ; 11.98488 ; 11.98488 ; 11.9849 ; 1 
9879 ; 0 ; 7,9,1/9,1/3,5,7,5,2,2,7,1/5,7,9,6,1/6,1/7,4,2,1,7,1/8,1,7,1/8,1/7,1/4,1/9,3 ; 8 ; 0.1677,0.1901,0.0871,0.1346,0.0931,0.0724,0.1331,0.122 ; 0.1677,0.1901,0.0871,0.1346,0.0931,0.0724,0.1331,0.122 ; 10.64377 ; 10.64377 ; 10.6438 ; 1 
9880 ; 0 ; 1/2,1/3,1,1/3,1/6,1/7,1/5,1/2,2,1/5,6,1/4,1/3,1/3,8,1/6,1/2,1/7,9,1,1/4,1/9,7,1/5,4,1/2,2,9 ; 8 ; 0.054,0.0931,0.051,0.0568,0.0416,0.0549,0.5653,0.0834 ; 0.054,0.0931,0.051,0.0568,0.0416,0.0549,0.5653,0.0834 ; 2.088173 ; 2.088173 ; 2.0882 ; 1 
9881 ; 0 ; 1/2,1/8,1/8,4,8,3,2,2,1/3,1/3,2,2,8,1/8,1/7,9,1/9,1,1/8,1/5,9,8,1/4,1/3,1/4,7,1/9,5 ; 8 ; 0.0794,0.3601,0.0591,0.1286,0.1696,0.0498,0.0751,0.0783 ; 0.0794,0.3601,0.0591,0.1286,0.1696,0.0498,0.0751,0.0783 ; 7.079218 ; 7.079218 ; 7.0792 ; 1 
9882 ; 0 ; 4,7,5,1/5,1/5,5,1/4,2,9,8,1,1/3,8,8,1/7,2,1/7,5,2,1/7,3,3,1/9,1,1/2,9,2,2,8,1/3,1/4,7,1,6,1/3,7,1/3,1/5,6,1/9,1,5,1/9,2,9 ; 10 ; 0.1432,0.0804,0.0451,0.1381,0.2413,0.0635,0.041,0.0985,0.1003,0.0485 ; 0.1432,0.0804,0.0451,0.1381,0.2413,0.0635,0.041,0.0985,0.1003,0.0485 ; 6.509253 ; 6.509253 ; 6.5093 ; 1 
9883 ; 0 ; 1/2,9,1/8,5,6,1/6,4,1/9,1/8,1/8,5,7,7,7,1,5,8,1/7,1/9,5,1/6,1/2,5,3,9,1/7,1,1,1/3,3,1/4,1/3,1/8,9,8,8,1/4,1/4,1/5,1/5,8,4,1/9,2,1/5,5,2,1/6,6,1/7,1/2,8,1/9,9,1/3,6,1/6,3,1/3,1/5,1/5,1/8,1/6,1,1/7,1/8,8,5,1/5,9,1/6,2,1/6,1/3,1/7,2,1/3,5,4,3,6,5,8,1/6,1/4,3,5,8,7,1/2,1/2 ; 14 ; 0.049,0.0787,0.0498,0.0718,0.0596,0.0451,0.0812,0.068,0.1183,0.1593,0.0788,0.0552,0.0493,0.0359 ; 0.049,0.0787,0.0498,0.0718,0.0596,0.0451,0.0812,0.068,0.1183,0.1593,0.0788,0.0552,0.0493,0.0359 ; 9.459193 ; 9.459193 ; 9.4592 ; 1 
9884 ; 0 ; 2,1/8,4,4,7,1/7,1/4,1/8,6,1/8,1/8,3,4,1/3,1,1/3,1,7,1/5,1/9,6,8,1/6,5,1/4,1/5,9,2,1/5,4,7,1/6,8,3,5,1/9 ; 9 ; 0.0751,0.0967,0.0947,0.1461,0.1284,0.0704,0.1375,0.1487,0.1022 ; 0.0751,0.0967,0.0947,0.1461,0.1284,0.0704,0.1375,0.1487,0.1022 ; 10.00591 ; 10.00591 ; 10.0059 ; 1 
9885 ; 0 ; 1/9,1/3,5,1/8,1/2,1/6,1/4,1,1/8,3,7,1/5,1/6,1/9,5,5,6,1/9,4,1/8,5,2,1/6,4,4,7,1/6,1/6,1/3,1/9,9,1/3,1/3,1,7,2,1/8,3,1/6,9,1/5,1/2,9,8,1/6,1/8,1/7,8,1/4,8,1/8,6,1/2,1/6,2,1/2,1/7,1/8,1/5,4,1/2,1/3,3,1/8,1/6,4,6,1/9,1/2,1,6,1/3,9,3,5,2,1/6,7,4,4,7,6,1/2,1/3,8,6,7,1/7,4,1,8 ; 14 ; 0.0412,0.0524,0.072,0.0429,0.0709,0.0638,0.0536,0.1139,0.0642,0.1903,0.0362,0.0664,0.0726,0.0596 ; 0.0412,0.0524,0.072,0.0429,0.0709,0.0638,0.0536,0.1139,0.0642,0.1903,0.0362,0.0664,0.0726,0.0596 ; 8.88245 ; 8.88245 ; 8.8825 ; 1 
9886 ; 0 ; 9,7,4,3,1/6,1/7,1/6,2,9,4,1/7,1/8,7,7,1/5,1,1/7,1/3,1,5,1/5,3,1/8,4,3,1/9,1,2,8,1/2,1/8,2,1,1/6,5,1/3,1/8,6,8,7,7,1/3,1/7,1/7,3,4,1/5,3,2,3,1/5,1,1/4,1/4,1/4,1/9,1,1/4,8,2,1/2,1/8,2,5,4,1/2,8,5,9,5,1/7,1/4,1/9,1/7,7,6,2,1/7 ; 13 ; 0.0477,0.0404,0.0375,0.0558,0.0643,0.0507,0.1031,0.2998,0.0388,0.0275,0.0848,0.0548,0.0949 ; 0.0477,0.0404,0.0375,0.0558,0.0643,0.0507,0.1031,0.2998,0.0388,0.0275,0.0848,0.0548,0.0949 ; 5.907923 ; 5.907923 ; 5.9079 ; 1 
9887 ; 0 ; 1/2,1/7,2,2,1/5,1/8,7,1/6,9,1/3,9,1/6,1/6,1/4,1/7,1/2,2,3,4,1,8,4,1/7,2,4,8,7,1/9 ; 8 ; 0.0889,0.1167,0.1706,0.1393,0.1712,0.153,0.0649,0.0954 ; 0.0889,0.1167,0.1706,0.1393,0.1712,0.153,0.0649,0.0954 ; 9.004751 ; 9.004751 ; 9.0048 ; 1 
9888 ; 0 ; 1/8,1/3,1/3,1/7,1/4,8,1/7,8,1,1/2,1/4,1/6,1/6,1/8,1/9,1/2,1/3,1/7,1/9,5,9,1,1/4,1,1/2,8,9,1,1,5,1/9,6,1/7,1/5,1/4,1/8,1,3,8,4,1/6,7,4,1,1/3,1/3,7,1/5,7,9,4,1/5,1/8,2,1,6,7,1/7,1/4,5,9,4,3,1/7,2,1/2,7,9,1/2,1,1/7,5,9,4,4,7,6,7,1/5,1/3,9,1/3,9,1/9,3,6,4,4,3,1/7,1/7 ; 14 ; 0.0503,0.0468,0.0622,0.1065,0.0707,0.1054,0.0631,0.0787,0.0727,0.0441,0.0638,0.0433,0.1107,0.0817 ; 0.0503,0.0468,0.0622,0.1065,0.0707,0.1054,0.0631,0.0787,0.0727,0.0441,0.0638,0.0433,0.1107,0.0817 ; 10.00987 ; 10.00987 ; 10.0099 ; 1 
9889 ; 0 ; 8,1/9,1/4,7,1/3,6,1/3,1/9,8,1/8,3,4,1/2,9,1/3,3,1,9,1/5,6,1/2,1/9,7,1,2,2,1/9,1/9 ; 8 ; 0.0907,0.0522,0.4598,0.0443,0.1387,0.0463,0.0524,0.1156 ; 0.0907,0.0522,0.4598,0.0443,0.1387,0.0463,0.0524,0.1156 ; 4.410264 ; 4.410264 ; 4.4103 ; 1 
9890 ; 0 ; 4,8,9,1/6,1/7,1/5,1/9,1/5,7,1/5,2,1/4,1/9,1/5,4,9,1/7,1/4,2,1/4,1/7,1/7,1/9,8,1/9,3,1/7,1/2,9,6,1/7,5,4,8,1/3,1/9,3,1/5,3,1/2,1/3,9,1/3,1/9,8 ; 10 ; 0.0642,0.0614,0.0491,0.0631,0.1827,0.1156,0.2699,0.0871,0.0595,0.0475 ; 0.0642,0.0614,0.0491,0.0631,0.1827,0.1156,0.2699,0.0871,0.0595,0.0475 ; 8.41725 ; 8.41725 ; 8.4173 ; 1 
9891 ; 0 ; 2,1/3,2,1,7,1/7,7,1/5,8,1/3,1/4,1/4,6,8,1/9,4,6,1,1/8,1/6,1/6,1/6,1/6,1/7,1/9,1/7,1/2,4,1/4,6,9,4,1/2,1/5,4,3,3,6,1/9,5,4,1/8,1/4,9,7,1/5,1/6,1/3,4,1/5,1/4,4,2,1/3,1/8,1/5,1/9,5,5,6,8,1/3,8,9,7,1/4 ; 12 ; 0.0968,0.0476,0.0423,0.1374,0.0435,0.0646,0.0748,0.0644,0.2645,0.0638,0.0531,0.0472 ; 0.0968,0.0476,0.0423,0.1374,0.0435,0.0646,0.0748,0.0644,0.2645,0.0638,0.0531,0.0472 ; 7.258389 ; 7.258388 ; 7.2584 ; 1 
9892 ; 0 ; 2,8,1/6,1/5,1/4,1/7,1/3,2,1/9,1/6,4,5,4,6,1/8,1/9,2,4,1/8,2,8,1/9,1/3,7,8,1/3,1,1 ; 8 ; 0.0596,0.0681,0.0479,0.0552,0.4406,0.1819,0.0605,0.0862 ; 0.0596,0.0681,0.0479,0.0552,0.4406,0.1819,0.0605,0.0862 ; 3.802795 ; 3.802795 ; 3.8028 ; 1 
9893 ; 0 ; 9,1/4,4,1/7,1/8,1/8,4,1/4,6,1/2,1/9,8,1/9,1/3,1/8,6,1/2,1/6,1/6,1/7,3,1/9,1,1,7,3,8,1,1,5,2,6,1,1/5,1/9,1/8,1,1/2,1/3,1/6,1/3,1/9,2,1/2,1/5 ; 10 ; 0.044,0.0343,0.0464,0.2754,0.043,0.0799,0.0452,0.2175,0.0955,0.1189 ; 0.044,0.0343,0.0464,0.2754,0.043,0.0799,0.0452,0.2175,0.0955,0.1189 ; 4.526346 ; 4.526346 ; 4.5263 ; 1 
9894 ; 0 ; 6,1/3,1/9,1/5,2,6,6,9,4,4,1,1,7,1/3,1/2,1/5,9,1,6,1/7,3,2,1,7,9,1/4,1/5,1/8,1/7,1/6,1/5,1/7,1,1/8,7,1/3,9,5,8,2,1/6,1,2,1,9,4,1/5,5,1/2,1/4,1/3,1,4,4,1/9,1/8,1/4,6,4,1/2,1/2,1,2,1/8,1/7,1/9,1/5,1,1/3,1/9,2,6,1/9,9,3,4,4,1/6,4,1/3,5,6,1/7,1/3,1,1/7,1/9,6,1/7,1/8,1/6 ; 14 ; 0.099,0.0856,0.035,0.2203,0.0555,0.0564,0.0307,0.0699,0.0713,0.0678,0.0572,0.0478,0.0504,0.053 ; 0.099,0.0856,0.035,0.2203,0.0555,0.0564,0.0307,0.0699,0.0713,0.0678,0.0572,0.0478,0.0504,0.053 ; 7.463506 ; 7.463505 ; 7.4635 ; 1 
9895 ; 0 ; 8,1/4,4,8,1/5,1/2,6,1/5,1/5,8 ; 5 ; 0.358,0.0905,0.1471,0.3398,0.0646 ; 0.358,0.0905,0.1471,0.3398,0.0646 ; 3.862879 ; 3.862879 ; 3.8629 ; 1 
9896 ; 0 ; 8,7,3,1/9,2,3,1/6,1/9,9,9,1/6,1/8,2,1/5,1/8 ; 6 ; 0.2014,0.1044,0.1147,0.1375,0.246,0.1959 ; 0.2014,0.1044,0.1147,0.1375,0.246,0.1959 ; 12.54485 ; 12.54485 ; 12.5449 ; 1 
9897 ; 0 ; 9,6,1,1/5,6,7,1/3,1/7,3,1/7,1/3,6,2,1/9,8,6,6,4,1/3,1/5,2,7,1/5,1/5,2,1/3,1/2,9,5,4,7,2,1/4,1/2,1/3,4,1/5,1/8,1/7,1/5,3,1/6,1/4,1/8,5,1/4,9,1/3,7,9,2,5,1/8,7,1/2,5,6,1/7,1/5,1/5,5,1/7,1/6,8,7,1/9 ; 12 ; 0.0981,0.0738,0.0996,0.0774,0.0627,0.1065,0.0883,0.0572,0.0999,0.0655,0.0621,0.1089 ; 0.0981,0.0738,0.0996,0.0774,0.0627,0.1065,0.0883,0.0572,0.0999,0.0655,0.0621,0.1089 ; 10.04988 ; 10.04988 ; 10.0499 ; 1 
9898 ; 0 ; 5,1/6,1/4,1/3,1/9,7,1/6,1/6,1/5,1/7,7,5,2,9,1/8,1/9,1/6,1,1/3,1,6,5,1/6,4,1/8,1/5,2,1/6,1/9,1/5,1/4,1/2,1/8,8,7,1/9 ; 9 ; 0.0715,0.0903,0.107,0.1156,0.0679,0.1204,0.1867,0.0702,0.1703 ; 0.0715,0.0903,0.107,0.1156,0.0679,0.1204,0.1867,0.0702,0.1703 ; 10.12194 ; 10.12194 ; 10.1219 ; 1 
9899 ; 0 ; 4,1/9,1/8,1/4,5,1/2,1,8,1/7,1/6,1/7,7,7,1/9,9,7,1,1/6,4,5,3,3,1/8,5,1/3,1/8,2,1/8,1/3,7,1/5,3,1/8,1/2,1/2,2,1/2,1/9,1/2,1/9,1/7,1/8,1/9,7,9,6,1/2,1/9,1/8,1/6,3,1/9,1/4,3,1/5,6,1/8,8,1/9,1/6,1/6,1/4,6,9,1/8,2,8,5,2,1/5,1/2,1/7,7,6,3,9,5,1/6,7,1/6,1,1/9,1/2,6,8,1/8,2,1/5,1/7,1,1/8 ; 14 ; 0.0548,0.0751,0.0674,0.0407,0.0455,0.0649,0.1187,0.0828,0.0718,0.1079,0.0804,0.0755,0.0555,0.0589 ; 0.0548,0.0751,0.0674,0.0407,0.0455,0.0649,0.1187,0.0828,0.0718,0.1079,0.0804,0.0755,0.0555,0.0589 ; 11.68637 ; 11.68637 ; 11.6864 ; 1 
9900 ; 0 ; 8,7,1/6,1/3,1,1/6,4,1/7,7,6 ; 5 ; 0.1265,0.0612,0.0692,0.6843,0.0589 ; 0.1265,0.0612,0.0692,0.6843,0.0589 ; 0.793611 ; 0.793611 ; 0.7936 ; 1 
9901 ; 0 ; 1,4,1/2,1,1/7,5,1/8,1/3,9,1/7,8,9,2,1/7,9 ; 6 ; 0.1942,0.1717,0.1545,0.2408,0.1709,0.068 ; 0.1942,0.1717,0.1545,0.2408,0.1709,0.068 ; 9.233108 ; 9.233108 ; 9.2331 ; 1 
9902 ; 0 ; 1/8,1,4,8,1/2,1/8,8,1/9,1/7,1/8,1/2,1/4,1/6,1/2,3,5,1/4,9,6,1/9,1/8 ; 7 ; 0.0993,0.0785,0.1012,0.346,0.0864,0.1278,0.1608 ; 0.0993,0.0785,0.1012,0.346,0.0864,0.1278,0.1608 ; 9.169054 ; 9.169054 ; 9.1691 ; 1 
9903 ; 0 ; 3,9,5,2,1,1/6,5,7,6,1/7,8,1/9,1/6,5,1/3,9,7,1,1/9,1/5,1/3,6,1/6,8,6,9,1/9,1,2,1/2,8,1/6,1/3,1/9,1/7,7,1/7,6,2,1/9,3,7,8,1/5,8,8,7,7,1,6,9,1/8,1/9,1/2,2,1/7,1/8,9,1/2,1/3,1,1/8,1/2,7,1/8,9,1/7,5,1/5,1/2,8,8,2,1,1,7,6,4,4,1/8,1,1,4,1/5,4,7,1/2,1/2,1/9,7,1/5,1/8,1/9,1/2,3,6,1/6,9,1/2,1/6,6,1/8,1/7,3,1/2 ; 15 ; 0.0755,0.0639,0.0499,0.0742,0.0486,0.05,0.1175,0.0812,0.0685,0.0354,0.0965,0.0363,0.0693,0.0481,0.0852 ; 0.0755,0.0639,0.0499,0.0742,0.0486,0.05,0.1175,0.0812,0.0685,0.0354,0.0965,0.0363,0.0693,0.0481,0.0852 ; 10.9409 ; 10.9409 ; 10.9409 ; 1 
9904 ; 0 ; 3,4,1/9,9,9,3,1,1/8,8,7,1/2,1/9,5,1/8,7,1/4,1/9,1,1/6,1/5,1/6,1,1/6,1/9,1/5,1/7,1/2,1/8,6,1/9,3,2,5,9,1/6,9 ; 9 ; 0.1068,0.1031,0.0578,0.0706,0.0706,0.1703,0.1856,0.1273,0.1079 ; 0.1068,0.1031,0.0578,0.0706,0.0706,0.1703,0.1856,0.1273,0.1079 ; 11.30369 ; 11.30369 ; 11.3037 ; 1 
9905 ; 0 ; 4,1/3,2,1/3,2,2,1/5,8,1/4,3,1/3,5,4,1/7,1/4,1/3,7,1/9,1/8,5,6,5,1/6,1/5,1/3,1/2,1/7,6 ; 8 ; 0.1748,0.1966,0.0521,0.1376,0.1174,0.11,0.0852,0.1263 ; 0.1748,0.1966,0.0521,0.1376,0.1174,0.11,0.0852,0.1263 ; 5.994365 ; 5.994365 ; 5.9944 ; 1 
9906 ; 0 ; 9,8,7,5,1/4,1/7,1/2,2,5,1/9,1/6,3,1/7,8,1,1,3,1/2,1/9,7,2,1/8,5,1/7,1/7,1/2,4,3,4,1/7,3,9,1/6,1/6,1/2,5,6,3,5,1/3,1/2,8,1/9,5,1/5,2,9,3,4,1,4,1/4,7,1/9,5,1/6,1/2,1/5,3,1/4,9,2,1/3,3,2,5 ; 12 ; 0.0698,0.0558,0.0463,0.0984,0.0528,0.1061,0.0895,0.0847,0.0748,0.0799,0.0689,0.1731 ; 0.0698,0.0558,0.0463,0.0984,0.0528,0.1061,0.0895,0.0847,0.0748,0.0799,0.0689,0.1731 ; 8.317853 ; 8.317853 ; 8.3179 ; 1 
9907 ; 0 ; 6,1/2,8,4,1/6,2,1/9,1/7,4,7,6,2,1/6,5,1/9,4,2,1/5,1/4,1/2,6,8,9,3,7,1/9,4,1/7,1/4,6,2,3,2,8,1/8,1/4,1/4,2,1/7,1/3,2,1/3,1/5,1/2,1/6,1/9,1,5,7,1/2,1/4,5,1/7,6,2,8,1/6,3,1/2,6,1/8,4,1/4,1/8,1/6,7,2,1/4,1/7,1/4,1/4,3,1/5,1,1/7,6,1/9,1,5,1/8,9,9,1/3,1/2,3,1,8,1/5,1/3,1/8,1/7 ; 14 ; 0.0665,0.0813,0.0538,0.0475,0.1018,0.095,0.0518,0.0773,0.0799,0.0938,0.0486,0.05,0.076,0.0764 ; 0.0665,0.0813,0.0538,0.0475,0.1018,0.095,0.0518,0.0773,0.0799,0.0938,0.0486,0.05,0.076,0.0764 ; 9.446485 ; 9.446485 ; 9.4465 ; 1 
9908 ; 0 ; 1/4,1/2,1/2,7,3,1/9,1/4,1/7,1/4,8,9,1/5,1/4,1/7,1/8,1/6,6,1/5,1/9,4,4,5,1/2,1/2,1/5,1,1,1/9,1/7,1/4,1/7,6,6,8,9,7 ; 9 ; 0.0469,0.0363,0.0567,0.0436,0.0258,0.1066,0.5697,0.0672,0.0471 ; 0.0469,0.0363,0.0567,0.0436,0.0258,0.1066,0.5697,0.0672,0.0471 ; 1.605205 ; 1.605205 ; 1.6052 ; 1 
9909 ; 0 ; 1/2,3,1/5,1/7,9,8 ; 4 ; 0.207,0.174,0.5441,0.0749 ; 0.207,0.174,0.5441,0.0749 ; 4.007544 ; 4.007544 ; 4.0075 ; 1 
9910 ; 0 ; 1/6,4,4,7,3,4,1/7,1/7,2,1/4,1/2,4,6,1/2,4,3,2,1/7,1/2,9,1/9,1/5,1/7,2,1/5,1/4,6,9,1/6,1/4,3,2,5,1/4,6,1/9 ; 9 ; 0.08,0.2832,0.0662,0.0715,0.0928,0.1487,0.0651,0.0625,0.13 ; 0.08,0.2832,0.0662,0.0715,0.0928,0.1487,0.0651,0.0625,0.13 ; 6.248923 ; 6.248923 ; 6.2489 ; 1 
9911 ; 0 ; 8,1/9,8,9,1,3,9,1/2,3,1/5,1/6,1/4,1/3,6,7,3,3,1/4,4,1/6,7,7,5,1/8,1/4,1/6,1,1/4,1/4,4,7,5,5,1/9,1/9,9,1/9,1/5,7,1/3,1,1/6,1/5,1/3,1/4,7,4,1/6,1/4,1/2,1/5,8,1/7,8,1/4,3,1/4,8,4,5,8,5,1/2,6,5,8 ; 12 ; 0.0547,0.0593,0.0508,0.0309,0.0329,0.0451,0.0595,0.0469,0.4387,0.0356,0.1028,0.0427 ; 0.0547,0.0593,0.0508,0.0309,0.0329,0.0451,0.0595,0.0469,0.4387,0.0356,0.1028,0.0427 ; 4.438953 ; 4.438953 ; 4.439 ; 1 
9912 ; 0 ; 1/3,3,1/3,6,4,3 ; 4 ; 0.1476,0.6157,0.104,0.1327 ; 0.1476,0.6157,0.104,0.1327 ; 0.2739276 ; 0.2739276 ; 0.2739 ; 1 
9913 ; 0 ; 3,4,5,1/7,1/3,6,1/5,1/2,1/3,1/3,9,7,1/9,1/2,1/8,7,1/9,4,1/8,8,2 ; 7 ; 0.0904,0.0884,0.0352,0.059,0.0773,0.6191,0.0306 ; 0.0904,0.0884,0.0352,0.059,0.0773,0.6191,0.0306 ; 2.252607 ; 2.252607 ; 2.2526 ; 1 
9914 ; 0 ; 8,8,3,2,7,2 ; 4 ; 0.7371,0.106,0.0965,0.0604 ; 0.7371,0.106,0.0965,0.0604 ; 0.4696987 ; 0.4696987 ; 0.4697 ; 1 
9915 ; 0 ; 1/9,3,1/6,5,1/7,8,1/5,4,1/9,5,1/6,9,1/5,1/6,2,2,3,6,4,1/3,1/8,1/2,1/5,6,4,1/4,6,1/9,1/4,1/7,1/5,1/7,1/5,1/8,8,1/2,7,4,4,1/9,3,9,2,7,6,3,4,3,1/8,1/6,3,1/8,8,2,8 ; 11 ; 0.0508,0.12,0.0935,0.0366,0.1151,0.1713,0.0809,0.0485,0.137,0.0725,0.0738 ; 0.0508,0.12,0.0935,0.0366,0.1151,0.1713,0.0809,0.0485,0.137,0.0725,0.0738 ; 8.357159 ; 8.357159 ; 8.3572 ; 1 
9916 ; 0 ; 1,6,1/3,1/2,1/8,8,1/3,1/7,1/9,1/8,9,1/3,7,1/6,9,4,1/9,5,1/6,8,1/5,1/6,6,4,1/9,1/9,1,7,1/3,1/2,1/9,2,1/4,1/7,1,1/6,2,9,1/6,5,2,1/3,1/4,1,1/9,1/3,1/7,1/9,1/4,5,8,1/8,6,4,1/5,1/9,4,1/2,2,9,1,1,1/7,4,1/6,1/9 ; 12 ; 0.0352,0.062,0.0464,0.0465,0.0487,0.044,0.0419,0.4433,0.0671,0.0797,0.0436,0.0416 ; 0.0352,0.062,0.0464,0.0465,0.0487,0.044,0.0419,0.4433,0.0671,0.0797,0.0436,0.0416 ; 5.466598 ; 5.466598 ; 5.4666 ; 1 
9917 ; 0 ; 1/4,1/9,1/4,7,9,5,2,2,1/5,1/9,2,1/8,1/7,1/2,1/9,8,5,7,3,9,1/8 ; 7 ; 0.0724,0.0612,0.0528,0.6102,0.0904,0.0497,0.0634 ; 0.0724,0.0612,0.0528,0.6102,0.0904,0.0497,0.0634 ; 3.86081 ; 3.86081 ; 3.8608 ; 1 
9918 ; 0 ; 3,1/5,4,1/5,5,1/3,4,1,1/8,1/6,1/9,4,1/6,1,1/4,1/5,5,1/5,8,8,1/3,1/5,3,1/6,8,1/8,2,6,1/9,2,4,5,1/4,4,1/9,1/3 ; 9 ; 0.0959,0.0335,0.1142,0.0644,0.0635,0.0951,0.0505,0.0404,0.4424 ; 0.0959,0.0335,0.1142,0.0644,0.0635,0.0951,0.0505,0.0404,0.4424 ; 3.520176 ; 3.520176 ; 3.5202 ; 1 
9919 ; 0 ; 1/2,1,1/2,1,1/2,1/4,1/8,6,2,9,1/6,1/5,1/9,7,2,9,1/2,1/8,9,2,1/8,1/3,3,6,1/2,1/6,1/5,1/8,1/8,7,4,1/7,1/9,1/2,1/5,2,1/2,8,2,1,6,1,1,1/8,1/5,1,1/2,1/6,9,1/6,1/4,6,8,1/8,4,1/3,7,3,1/8,1/6,1/4,9,1/6,5,7,1/3,6,8,2,1/2,1/2,5,2,9,5,1/5,1,1/3 ; 13 ; 0.0752,0.0575,0.0423,0.0853,0.0655,0.0725,0.0747,0.1927,0.0459,0.0994,0.0766,0.0414,0.071 ; 0.0752,0.0575,0.0423,0.0853,0.0655,0.0725,0.0747,0.1927,0.0459,0.0994,0.0766,0.0414,0.071 ; 8.09173 ; 8.09173 ; 8.0917 ; 1 
9920 ; 0 ; 8,8,1/5,1/8,1/6,1/4,7,1/6,6,1/4,6,5,4,4,1/7,2,6,1/9,5,1/7,6 ; 7 ; 0.1105,0.1303,0.0949,0.1404,0.139,0.1812,0.2038 ; 0.1105,0.1303,0.0949,0.1404,0.139,0.1812,0.2038 ; 10.57859 ; 10.57859 ; 10.5786 ; 1 
9921 ; 0 ; 1/5,8,1/9,7,2,1/9,1/6,3,1/9,9,9,4,5,1/4,6,7,1/4,4,1/9,4,1/7 ; 7 ; 0.0905,0.1305,0.176,0.3036,0.0818,0.1123,0.1053 ; 0.0905,0.1305,0.176,0.3036,0.0818,0.1123,0.1053 ; 10.78424 ; 10.78424 ; 10.7842 ; 1 
9922 ; 0 ; 1/2,1/2,9,1/4,1/9,5,1,1/5,1/9,1/5,1/7,1/3,7,6,1,1/8,6,1/8,8,4,5,5,1,1/9,1/2,6,7,1/5,1/7,6,1/3,7,1/3,1/6,1/6,4,1/9,3,1/5,5,4,1/2,7,1/5,1/4 ; 10 ; 0.0633,0.0875,0.0909,0.0877,0.0826,0.0662,0.0636,0.1532,0.1356,0.1693 ; 0.0633,0.0875,0.0909,0.0877,0.0826,0.0662,0.0636,0.1532,0.1356,0.1693 ; 8.916424 ; 8.916424 ; 8.9164 ; 1 
9923 ; 0 ; 1/3,6,1/9,1/7,4,4,7,1/8,1/9,7,1/9,1/8,3,1/3,1/4,6,3,1/9,4,4,9,4,8,1/4,6,8,7,1/6 ; 8 ; 0.0674,0.0347,0.0431,0.6337,0.0784,0.0525,0.0466,0.0436 ; 0.0674,0.0347,0.0431,0.6337,0.0784,0.0525,0.0466,0.0436 ; 2.408717 ; 2.408717 ; 2.4087 ; 1 
